age,education,n_score,e_score,o_score,a_score,c_score,impulsive_bis11,sensation_seeking_impss,gender_Female,gender_Male,country_Australia,country_Canada,country_New Zealand,country_Other,country_Republic of Ireland,country_UK,country_USA,ethnicity_Asian,ethnicity_Black,ethnicity_Mixed-Black/Asian,ethnicity_Mixed-White/Asian,ethnicity_Mixed-White/Black,ethnicity_Other,ethnicity_White,depressants_pca,opioids_pca,stimulants_pca,psychedelics_pca,inhalants_pca,dissociatives,cannabinoids,empathogens
4.0,5.0,-0.9761635450949504,1.3936926825639575,0.4950473256796948,-0.6007467669952506,1.516594571496784,1.3491194202179193,0.803486222839753,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,-1.4725951904221808,-0.34302302469216694,1.301450705862891,-0.5171922634453158,-0.28807636987638924,-0.30898391288653637,-0.8165820458668636,-0.48407239984262856
4.0,6.0,-1.8518997019324326,-1.5603597878471418,-1.6340612871207976,-1.0671475728618243,1.0858933392949284,-0.7511879304735577,-0.5391065010235775,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,0.06462322818404856,-0.34302302469216694,-0.898935723206466,-0.5171922634453158,-0.11898119436016755,-0.30898391288653637,-0.7774159882164291,-0.37485207354083583
2.0,4.0,-1.5234986431183768,-0.8218466702443669,-1.7861404737494042,0.33205484473789676,0.7987591844936914,-0.2331637652648516,-2.153289036420427,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,-1.471276127842499,-0.34302302469216694,1.301450705862891,-0.5171922634453158,-0.28807636987638924,-0.30898391288653637,-0.5424196423138222,-0.48407239984262856
3.0,1.0,0.5563747293706435,-1.2649545408060319,-0.2653486074633382,-0.44527983170639274,-1.498314053916204,-1.4520731373655003,-0.8722672054405473,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,-1.4725951904221808,-0.34302302469216694,1.3097239448841038,-0.3582068254815124,-0.231711311370982,0.22785299345844548,1.6508795861105088,-0.37485207354083583
4.0,6.0,1.4321108862081258,-0.08333355264159206,-0.1132694208347316,-1.9999491845949717,-1.6418811313168227,-0.7511879304735577,-0.2166130941578438,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,-1.4686380026831367,-0.34302302469216694,-0.898935723206466,-0.3582068254815124,-0.28807636987638924,-0.30898391288653637,-0.5424196423138222,-0.15641142093725036
2.0,5.0,-0.428828447071524,-1.8557650348882517,-2.546536406892437,-1.9999491845949717,0.7987591844936914,-1.4520731373655003,-2.153289036420427,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,0.8332324374871631,4.369841053649733,-0.8832429294872147,-0.5171922634453158,-0.28807636987638924,-0.30898391288653637,-0.7774159882164291,-0.37485207354083583
3.0,5.0,-0.8666965254902651,0.8028821884817378,0.799205698936908,1.5757903270487599,-1.2111798991149672,0.1964438416937588,-0.2166130941578438,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,-1.4725951904221808,-0.34302302469216694,-0.6713185346174056,-0.3582068254815124,-0.231711311370982,-0.30898391288653637,-0.6990838729155602,-0.48407239984262856
5.0,0.0,-1.195097584304321,0.5074769414406278,-1.1778237272349779,-0.6007467669952506,1.6601616488974023,-0.2331637652648516,-1.2200148674251432,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,0.06462322818404856,-0.34302302469216694,-0.8884347077918021,-0.45614019846416193,-0.28807636987638924,-0.30898391288653637,-0.7774159882164291,-0.48407239984262856
3.0,6.0,0.4469077097659582,-0.9695492937649218,-0.8736653539777646,1.1093895211821863,-0.9240457443137303,-0.7511879304735577,0.09074231540321168,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,0.8332324374871631,-0.34302302469216694,-0.9237554402701039,-0.5171922634453158,-0.28807636987638924,-0.30898391288653637,-0.8165820458668636,-0.48407239984262856
3.0,1.0,1.6510449254174964,-3.4804938936143563,-1.3299029138635845,0.33205484473789676,-1.0676128217143488,-1.4520731373655003,-1.6023532691299756,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,-1.4317042504520552,-0.3306158067243441,1.3262704229265294,-0.4192588904626662,-0.04061816972213093,-0.30898391288653637,-0.6990838729155602,-0.48407239984262856
4.0,6.0,-0.20989440786215344,0.6551795649611828,1.2554432588227278,0.7984556506044704,1.3730274940961653,-0.2331637652648516,-0.5391065010235775,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,0.06594229076373004,-0.34302302469216694,1.3097239448841038,-0.3582068254815124,-0.231711311370982,-0.30898391288653637,-0.7774159882164291,-0.37485207354083583
3.0,4.0,-0.8666965254902651,-0.378738799682702,-1.3299029138635845,0.9539225858933283,0.08092379749059905,-0.2331637652648516,0.42511946603216455,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,0.06462322818404856,-0.34302302469216694,-0.8739985473373393,-0.04023594955390569,-0.11898119436016755,-0.30898391288653637,-0.7774159882164291,-0.15641142093725036
4.0,3.0,-0.10042738825746818,-1.7080624113676968,-3.30693234003547,-0.7562137022841086,0.655192107093073,0.1964438416937588,-1.6023532691299756,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,-1.4686380026831367,-0.34302302469216694,1.301450705862891,-0.5171922634453158,-0.28807636987638924,-0.30898391288653637,-0.7774159882164291,-0.48407239984262856
2.0,6.0,0.5563747293706435,-1.2649545408060319,0.038809765793875003,0.02112097416018095,-2.359716518319915,1.9464815641836475,0.42511946603216455,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,-1.4686380026831367,-0.34302302469216694,-0.8095200038139865,0.008105564405410258,-0.231711311370982,-0.30898391288653637,1.6508795861105088,-0.48407239984262856
2.0,7.0,0.009039631347217105,-1.5603597878471418,-0.721586167349158,0.33205484473789676,1.229460416695547,0.1964438416937588,-0.5391065010235775,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,-1.4725951904221808,-0.34302302469216694,-0.9237554402701039,-0.5171922634453158,-0.28807636987638924,-0.30898391288653637,-0.7774159882164291,-0.48407239984262856
3.0,8.0,-1.3045646039090062,1.6890979296050674,0.9512848855655146,0.9539225858933283,1.6601616488974023,-0.2331637652648516,-0.5391065010235775,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,1.5538035712088338,-0.34302302469216694,-0.9237554402701039,-0.5171922634453158,-0.28807636987638924,-0.30898391288653637,-0.8165820458668636,-0.48407239984262856
3.0,1.0,0.3374406901612729,-0.8218466702443669,-1.3299029138635845,-1.533548378728398,-0.6369115895124934,-1.4520731373655003,0.09074231540321168,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,-1.471276127842499,-0.2558084404014569,-0.8095200038139865,-0.3582068254815124,-0.231711311370982,-0.30898391288653637,-0.6990838729155602,-0.48407239984262856
2.0,1.0,-1.195097584304321,-0.8218466702443669,0.1908889524224816,-0.6007467669952506,0.08092379749059905,-1.4520731373655003,-0.8722672054405473,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,1.221494229877765,-0.34302302469216694,-0.8884347077918021,-0.5171922634453158,-0.28807636987638924,-0.30898391288653637,-0.8165820458668636,-0.48407239984262856
2.0,6.0,-0.8666965254902651,-1.2649545408060319,0.038809765793875003,0.48752178002675467,0.08092379749059905,0.1964438416937588,-0.8722672054405473,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,-1.4725951904221808,-0.34302302469216694,1.3066424841674789,-0.45614019846416193,-0.231711311370982,-0.30898391288653637,-0.5424196423138222,-0.48407239984262856
0.0,6.0,0.4469077097659582,-0.23103617616214703,0.3429681390510882,1.2648564564710443,-0.06264327991001943,-0.7511879304735577,-1.6023532691299756,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,-1.4725951904221808,-0.34302302469216694,-0.9237554402701039,-0.5171922634453158,-0.28807636987638924,-0.30898391288653637,-0.8165820458668636,-0.48407239984262856
2.0,6.0,1.10370982739407,0.6551795649611828,0.9512848855655146,-3.088217731616977,-0.7804786669131119,0.5498060575979531,2.005719768397345,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,0.8345515000668445,-0.2558084404014569,0.19681529915496287,-0.3582068254815124,-0.04061816972213093,0.22785299345844548,-0.6990838729155602,-0.37485207354083583
5.0,0.0,-0.3193614274668387,-0.8218466702443669,-2.6986155935210436,-0.2898128964175349,-0.7804786669131119,0.5498060575979531,-1.6023532691299756,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,1.2175370421387206,-0.34302302469216694,1.301450705862891,-0.5171922634453158,-0.28807636987638924,-0.30898391288653637,-0.8165820458668636,-0.48407239984262856
2.0,6.0,-0.3193614274668387,-0.5264414232032569,-0.1132694208347316,0.02112097416018095,-1.6418811313168227,-0.2331637652648516,-0.2166130941578438,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,-1.4725951904221808,-0.34302302469216694,-0.9237554402701039,-0.5171922634453158,-0.28807636987638924,-0.30898391288653637,-0.8165820458668636,-0.48407239984262856
4.0,0.0,0.3374406901612729,0.3597743179200728,1.1033640721941211,0.17658790944903885,-0.6369115895124934,0.5498060575979531,-0.5391065010235775,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,-1.471276127842499,-0.34302302469216694,1.3097239448841038,-0.3582068254815124,-0.11898119436016755,-0.30898391288653637,-0.5424196423138222,-0.48407239984262856
3.0,6.0,-1.5234986431183768,1.2459900590434025,0.3429681390510882,0.02112097416018095,0.7987591844936914,-0.2331637652648516,-0.8722672054405473,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,-1.4725951904221808,-0.34302302469216694,-0.8832429294872147,-0.45614019846416193,-0.28807636987638924,-0.30898391288653637,-0.7774159882164291,-0.48407239984262856
5.0,5.0,-0.3193614274668387,-0.9695492937649218,-1.1778237272349779,-0.7562137022841086,0.5116250296924545,-1.4520731373655003,-0.2166130941578438,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,-1.4725951904221808,0.7790874701511427,-0.8884347077918021,-0.5171922634453158,-0.28807636987638924,-0.30898391288653637,-0.7774159882164291,-0.48407239984262856
2.0,7.0,0.009039631347217105,-0.378738799682702,0.038809765793875003,-2.1554161198838298,0.7987591844936914,-0.7511879304735577,0.09074231540321168,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,0.068580415923093,-0.34302302469216694,-0.8832429294872147,-0.5171922634453158,-0.28807636987638924,-0.30898391288653637,-0.8165820458668636,-0.48407239984262856
2.0,6.0,0.8847757881846994,0.0643690708789629,1.1033640721941211,1.731257262337618,-0.3497774347112564,-0.2331637652648516,-0.2166130941578438,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,0.8332324374871631,-0.34302302469216694,-0.8884347077918021,-0.5171922634453158,-0.28807636987638924,-0.30898391288653637,-0.8165820458668636,-0.48407239984262856
2.0,7.0,-0.20989440786215344,-0.9695492937649218,-1.3299029138635845,0.02112097416018095,-0.6369115895124934,-0.2331637652648516,-0.5391065010235775,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,-1.4317042504520552,-0.34302302469216694,-0.6943026826444222,-0.5171922634453158,0.1064790396614613,0.22785299345844548,-0.6990838729155602,1.1542324946842626
2.0,5.0,-0.9761635450949504,-0.5264414232032569,-0.2653486074633382,-0.13434596112867694,-1.0676128217143488,-0.2331637652648516,-0.2166130941578438,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,-1.4725951904221808,-0.34302302469216694,1.3385962657930297,-0.223392144497367,-0.11898119436016755,-0.30898391288653637,-0.5424196423138222,-0.15641142093725036
1.0,6.0,-1.0856305646996356,1.3936926825639575,0.4950473256796948,1.2648564564710443,0.9423262618943099,-0.2331637652648516,0.09074231540321168,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,0.06462322818404856,-0.34302302469216694,-0.8177932428351993,-0.5171922634453158,-0.28807636987638924,-0.30898391288653637,-0.8165820458668636,-0.48407239984262856
1.0,6.0,-0.5382954666762093,0.5074769414406278,1.2554432588227278,0.9539225858933283,1.516594571496784,-1.4520731373655003,-2.153289036420427,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,0.06462322818404856,-0.34302302469216694,-0.9237554402701039,-0.5171922634453158,-0.28807636987638924,-0.30898391288653637,-0.8165820458668636,-0.48407239984262856
3.0,4.0,0.3374406901612729,0.6551795649611828,-1.1778237272349779,0.33205484473789676,1.3730274940961653,-0.7511879304735577,-0.8722672054405473,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,1.2175370421387206,-0.34302302469216694,-0.8177932428351993,-0.4192588904626662,-0.09698322822753815,-0.30898391288653637,-0.7774159882164291,-0.48407239984262856
3.0,7.0,-1.8518997019324326,0.8028821884817378,0.3429681390510882,0.9539225858933283,1.0858933392949284,-2.6842963616095714,-1.2200148674251432,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,0.06462322818404856,-0.34302302469216694,-0.9237554402701039,-0.5171922634453158,-0.28807636987638924,-0.30898391288653637,-0.7774159882164291,-0.48407239984262856
3.0,1.0,0.11850665095190238,-0.8218466702443669,-0.2653486074633382,-0.13434596112867694,-0.6369115895124934,0.1964438416937588,-0.8722672054405473,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,-1.4725951904221808,-0.34302302469216694,1.3097239448841038,-0.45614019846416193,-0.231711311370982,-0.30898391288653637,0.3975657412966053,-0.48407239984262856
1.0,7.0,0.8847757881846994,-0.5264414232032569,-2.0902988470066175,-0.9116806375729665,0.368057952291836,0.5498060575979531,1.2810193383643886,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,-1.4725951904221808,-0.34302302469216694,0.17118726655724306,-0.5171922634453158,-0.28807636987638924,-0.30898391288653637,-0.8165820458668636,-0.48407239984262856
2.0,7.0,1.10370982739407,-0.08333355264159206,-0.1132694208347316,-1.2226145081506823,0.08092379749059905,-0.7511879304735577,-0.8722672054405473,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,-1.471276127842499,-0.34302302469216694,1.3158868663173542,0.008105564405410258,-0.11898119436016755,-0.30898391288653637,-0.5424196423138222,0.2804698842699206
3.0,5.0,1.2131768469987552,0.9505848120022927,-0.5695069807205514,-0.9116806375729665,-2.072582363518678,1.9464815641836475,2.005719768397345,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,1.4110084070441804,-0.34302302469216694,-0.8095200038139865,-0.3582068254815124,-0.231711311370982,-0.30898391288653637,-0.6990838729155602,-0.48407239984262856
4.0,6.0,-0.20989440786215344,0.0643690708789629,-1.481982100492191,0.33205484473789676,-0.7804786669131119,0.5498060575979531,-1.6023532691299756,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,0.06462322818404856,-0.34302302469216694,-0.8884347077918021,-0.5171922634453158,-0.28807636987638924,-0.30898391288653637,-0.8165820458668636,-0.48407239984262856
3.0,7.0,-1.4140316235136916,-0.08333355264159206,1.1033640721941211,0.33205484473789676,0.368057952291836,-0.2331637652648516,-0.2166130941578438,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,0.06462322818404856,-0.34302302469216694,-0.8801614687705895,-0.3582068254815124,-0.231711311370982,-0.30898391288653637,-0.7774159882164291,-0.37485207354083583
4.0,1.0,0.009039631347217105,1.0982874355228476,-0.5695069807205514,-1.0671475728618243,-1.2111798991149672,1.3491194202179193,1.2810193383643886,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,-1.4725951904221808,-0.34302302469216694,-0.6943026826444222,-0.3582068254815124,-0.28807636987638924,-0.30898391288653637,-0.6990838729155602,0.2804698842699206
4.0,5.0,0.009039631347217105,-0.6741440467238119,-1.1778237272349779,-0.44527983170639274,-0.3497774347112564,-1.4520731373655003,-2.153289036420427,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,1.2175370421387206,-0.34302302469216694,-0.9237554402701039,-0.5171922634453158,-0.28807636987638924,-0.30898391288653637,-0.8165820458668636,-0.48407239984262856
2.0,4.0,0.009039631347217105,0.0643690708789629,-1.7861404737494042,0.02112097416018095,0.368057952291836,-1.4520731373655003,-1.6023532691299756,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,0.06462322818404856,-0.34302302469216694,-0.9237554402701039,-0.5171922634453158,-0.28807636987638924,-0.30898391288653637,-0.8165820458668636,-0.48407239984262856
1.0,6.0,-0.6477624862808946,0.6551795649611828,-2.0902988470066175,0.33205484473789676,0.7987591844936914,-0.7511879304735577,-0.5391065010235775,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,1.5057654956273887,-0.34302302469216694,-0.9237554402701039,-0.5171922634453158,-0.28807636987638924,-0.30898391288653637,-0.8165820458668636,-0.48407239984262856
3.0,3.0,0.22797367055658765,0.6551795649611828,0.038809765793875003,-0.44527983170639274,-0.3497774347112564,1.9464815641836475,1.2810193383643886,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,0.06462322818404856,-0.3306158067243441,1.4045927129851015,-0.2361026955192048,-0.04061816972213093,0.9436355352517546,0.3975657412966053,0.2804698842699206
3.0,6.0,-0.5382954666762093,-1.2649545408060319,-1.3299029138635845,-1.689015314017256,-0.06264327991001943,-1.4520731373655003,-1.6023532691299756,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,0.06462322818404856,-0.34302302469216694,-0.9237554402701039,-0.5171922634453158,-0.28807636987638924,-0.30898391288653637,-0.8165820458668636,-0.48407239984262856
1.0,8.0,1.4321108862081258,0.3597743179200728,0.3429681390510882,-0.2898128964175349,-0.20621035731063792,-1.4520731373655003,0.09074231540321168,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,0.07385666624181887,-0.34302302469216694,-0.8884347077918021,-0.5171922634453158,-0.28807636987638924,-0.30898391288653637,-0.8165820458668636,-0.48407239984262856
3.0,7.0,-1.961366721537118,1.5413953060845125,1.2554432588227278,0.17658790944903885,1.229460416695547,-1.4520731373655003,-1.2200148674251432,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,0.06462322818404856,-0.34302302469216694,-0.9185636619655163,-0.45614019846416193,-0.09698322822753815,-0.30898391288653637,-0.7774159882164291,-0.48407239984262856
1.0,6.0,-0.6477624862808946,-1.4126571643265868,-1.9382196603780109,-1.37808144343954,0.5116250296924545,-1.4520731373655003,-1.2200148674251432,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,0.06462322818404856,-0.34302302469216694,-0.3939444530955812,-0.5171922634453158,-0.28807636987638924,-0.30898391288653637,-0.8165820458668636,-0.48407239984262856
3.0,6.0,1.10370982739407,-0.23103617616214703,-0.721586167349158,-0.6007467669952506,0.08092379749059905,-1.4520731373655003,-1.2200148674251432,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,0.06462322818404856,-0.34302302469216694,-0.9237554402701039,-0.5171922634453158,-0.28807636987638924,-0.30898391288653637,-0.8165820458668636,-0.48407239984262856
3.0,8.0,-1.5234986431183768,0.5074769414406278,1.1033640721941211,-0.44527983170639274,0.9423262618943099,-1.4520731373655003,-0.5391065010235775,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,-1.471276127842499,-0.34302302469216694,-0.8370210187378384,-0.3582068254815124,-0.28807636987638924,-0.30898391288653637,1.6508795861105088,-0.48407239984262856
2.0,4.0,0.7753087685800141,0.5074769414406278,-0.8736653539777646,1.1093895211821863,0.655192107093073,0.5498060575979531,-0.2166130941578438,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,0.07385666624181887,-0.34302302469216694,-0.9237554402701039,-0.5171922634453158,-0.28807636987638924,-0.30898391288653637,-0.8165820458668636,-0.48407239984262856
3.0,1.0,-1.0856305646996356,-0.6741440467238119,-1.1778237272349779,1.2648564564710443,0.5116250296924545,-0.7511879304735577,-1.2200148674251432,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,0.8332324374871631,-0.34302302469216694,-0.9237554402701039,-0.5171922634453158,-0.28807636987638924,-0.30898391288653637,-0.8165820458668636,-0.48407239984262856
1.0,7.0,-0.428828447071524,-0.23103617616214703,1.1033640721941211,-0.9116806375729665,-0.06264327991001943,0.918169944696822,-0.2166130941578438,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,0.06462322818404856,-0.34302302469216694,0.17946050557845575,-0.3582068254815124,-0.231711311370982,-0.30898391288653637,-0.6990838729155602,-0.48407239984262856
2.0,5.0,-0.9761635450949504,0.0643690708789629,0.3429681390510882,-0.13434596112867694,-0.20621035731063792,-0.2331637652648516,0.09074231540321168,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,0.06462322818404856,-0.34302302469216694,-0.861672704470839,-0.3582068254815124,-0.231711311370982,-0.13003827743820912,-0.6990838729155602,-0.15641142093725036
3.0,1.0,-0.10042738825746818,-0.6741440467238119,-1.7861404737494042,0.33205484473789676,0.08092379749059905,-1.4520731373655003,-0.8722672054405473,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,-1.389494247902248,-0.34302302469216694,-0.8884347077918021,-0.5171922634453158,-0.28807636987638924,-0.30898391288653637,-0.8165820458668636,-0.48407239984262856
1.0,4.0,-0.428828447071524,-0.23103617616214703,0.1908889524224816,-1.9999491845949717,-0.20621035731063792,0.5498060575979531,0.803486222839753,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,-1.4725951904221808,-0.34302302469216694,-0.7806476829050605,-0.223392144497367,-0.04061816972213093,0.22785299345844548,-0.6990838729155602,0.2804698842699206
3.0,3.0,-0.5382954666762093,1.0982874355228476,-0.2653486074633382,1.1093895211821863,0.22449087489121752,-2.6842963616095714,-0.8722672054405473,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,0.06462322818404856,-0.34302302469216694,1.301450705862891,-0.5171922634453158,-0.28807636987638924,-0.30898391288653637,-0.7774159882164291,-0.48407239984262856
3.0,3.0,-1.5234986431183768,0.9505848120022927,0.038809765793875003,0.48752178002675467,0.9423262618943099,0.1964438416937588,0.42511946603216455,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,-1.4725951904221808,-0.34302302469216694,-0.8126014645306116,-0.5171922634453158,-0.231711311370982,-0.30898391288653637,-0.7774159882164291,-0.48407239984262856
